,pax_id,origin,destination,treq,tdep,ttrav,tarr,tdrop,shareable,schedule_id,dist,car_park_cost,dest_center,ride_id,position,sim_schedule
362,362,1510592029,5235337217,2021-11-01 14:03:13,,0 days 00:05:03,2021-11-01 14:08:16,,False,,3038,7.5,False,362,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.510592e+09  NaN   362.0     o
2  5.235337e+09  NaN   362.0     d"
363,363,1830058778,1413910874,2021-11-01 14:03:48,,0 days 00:04:45,2021-11-01 14:08:33,,False,,2856,7.5,False,363,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.830059e+09  NaN   363.0     o
2  1.413911e+09  NaN   363.0     d"
364,364,1668136757,44867159,2021-11-01 14:04:08,,0 days 00:07:37,2021-11-01 14:11:45,,False,,4571,7.5,False,364,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.668137e+09  NaN   364.0     o
2  4.486716e+07  NaN   364.0     d"
365,365,1571088337,44721485,2021-11-01 14:06:09,,0 days 00:04:37,2021-11-01 14:10:46,,False,,2776,7.5,False,365,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.571088e+09  NaN   365.0     o
2  4.472148e+07  NaN   365.0     d"
366,366,44770870,44813599,2021-11-01 14:07:38,,0 days 00:07:41,2021-11-01 14:15:19,,False,,4615,7.5,False,366,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44770870.0  NaN   366.0     o
2  44813599.0  NaN   366.0     d"
367,367,44862227,4555788280,2021-11-01 14:07:44,,0 days 00:03:57,2021-11-01 14:11:41,,False,,2372,7.5,False,367,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486223e+07  NaN   367.0     o
2  4.555788e+09  NaN   367.0     d"
368,368,44840845,44820005,2021-11-01 14:08:16,,0 days 00:03:34,2021-11-01 14:11:50,,False,,2145,7.5,False,368,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44840845.0  NaN   368.0     o
2  44820005.0  NaN   368.0     d"
369,369,5264539941,44892653,2021-11-01 14:08:26,,0 days 00:05:49,2021-11-01 14:14:15,,False,,3491,7.5,False,369,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.264540e+09  NaN   369.0     o
2  4.489265e+07  NaN   369.0     d"
370,370,2047160810,1571087423,2021-11-01 14:08:44,,0 days 00:07:04,2021-11-01 14:15:48,,False,,4247,7.5,False,370,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.047161e+09  NaN   370.0     o
2  1.571087e+09  NaN   370.0     d"
371,371,1519889796,44827059,2021-11-01 14:08:50,,0 days 00:07:07,2021-11-01 14:15:57,,False,,4270,7.5,False,371,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.519890e+09  NaN   371.0     o
2  4.482706e+07  NaN   371.0     d"
372,372,1575265336,5356459940,2021-11-01 14:09:07,,0 days 00:04:06,2021-11-01 14:13:13,,False,,2460,7.5,False,372,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.575265e+09  NaN   372.0     o
2  5.356460e+09  NaN   372.0     d"
373,373,44774832,484705817,2021-11-01 14:09:20,,0 days 00:04:08,2021-11-01 14:13:28,,False,,2483,7.5,False,373,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44774832.0  NaN   373.0     o
2  484705817.0  NaN   373.0     d"
374,374,1583992767,1571092666,2021-11-01 14:09:28,,0 days 00:05:02,2021-11-01 14:14:30,,False,,3027,7.5,False,374,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.583993e+09  NaN   374.0     o
2  1.571093e+09  NaN   374.0     d"
375,375,1830076522,1435362488,2021-11-01 14:09:53,,0 days 00:07:28,2021-11-01 14:17:21,,False,,4483,7.5,False,375,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.830077e+09  NaN   375.0     o
2  1.435362e+09  NaN   375.0     d"
376,376,44847014,1679761158,2021-11-01 14:10:39,,0 days 00:04:07,2021-11-01 14:14:46,,False,,2478,7.5,False,376,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484701e+07  NaN   376.0     o
2  1.679761e+09  NaN   376.0     d"
377,377,3669218090,1448535920,2021-11-01 14:10:39,,0 days 00:04:38,2021-11-01 14:15:17,,False,,2788,7.5,False,377,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.669218e+09  NaN   377.0     o
2  1.448536e+09  NaN   377.0     d"
378,378,4552156086,2162658839,2021-11-01 14:11:16,,0 days 00:04:40,2021-11-01 14:15:56,,False,,2800,7.5,False,378,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.552156e+09  NaN   378.0     o
2  2.162659e+09  NaN   378.0     d"
379,379,1563023404,3669138201,2021-11-01 14:11:32,,0 days 00:07:22,2021-11-01 14:18:54,,False,,4424,7.5,False,379,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.563023e+09  NaN   379.0     o
2  3.669138e+09  NaN   379.0     d"
380,380,44844070,44835279,2021-11-01 14:12:35,,0 days 00:04:15,2021-11-01 14:16:50,,False,,2551,7.5,False,380,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44844070.0  NaN   380.0     o
2  44835279.0  NaN   380.0     d"
381,381,3669180604,1513191904,2021-11-01 14:13:00,,0 days 00:03:35,2021-11-01 14:16:35,,False,,2150,7.5,False,381,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.669181e+09  NaN   381.0     o
2  1.513192e+09  NaN   381.0     d"
382,382,1435362514,3216669367,2021-11-01 14:13:12,,0 days 00:04:34,2021-11-01 14:17:46,,False,,2740,7.5,False,382,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435363e+09  NaN   382.0     o
2  3.216669e+09  NaN   382.0     d"
383,383,5198175608,1433962940,2021-11-01 14:15:30,,0 days 00:05:54,2021-11-01 14:21:24,,False,,3545,7.5,False,383,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.198176e+09  NaN   383.0     o
2  1.433963e+09  NaN   383.0     d"
384,384,44864984,1571087635,2021-11-01 14:15:54,,0 days 00:06:22,2021-11-01 14:22:16,,False,,3825,7.5,False,384,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486498e+07  NaN   384.0     o
2  1.571088e+09  NaN   384.0     d"
385,385,7170315205,4300909744,2021-11-01 14:15:56,,0 days 00:04:15,2021-11-01 14:20:11,,False,,2559,7.5,False,385,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.170315e+09  NaN   385.0     o
2  4.300910e+09  NaN   385.0     d"
386,386,44812880,626009950,2021-11-01 14:16:07,,0 days 00:04:58,2021-11-01 14:21:05,,False,,2980,7.5,False,386,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44812880.0  NaN   386.0     o
2  626009950.0  NaN   386.0     d"
387,387,44859203,44833169,2021-11-01 14:17:47,,0 days 00:05:49,2021-11-01 14:23:36,,False,,3494,7.5,False,387,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44859203.0  NaN   387.0     o
2  44833169.0  NaN   387.0     d"
388,388,1391417377,1393024898,2021-11-01 14:18:16,,0 days 00:05:52,2021-11-01 14:24:08,,False,,3525,7.5,False,388,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.391417e+09  NaN   388.0     o
2  1.393025e+09  NaN   388.0     d"
389,389,7098468101,44873991,2021-11-01 14:19:10,,0 days 00:08:15,2021-11-01 14:27:25,,False,,4951,7.5,False,389,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.098468e+09  NaN   389.0     o
2  4.487399e+07  NaN   389.0     d"
390,390,4715765487,4486831035,2021-11-01 14:21:48,,0 days 00:05:38,2021-11-01 14:27:26,,False,,3380,7.5,False,390,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.715765e+09  NaN   390.0     o
2  4.486831e+09  NaN   390.0     d"
391,391,1569647751,1620137089,2021-11-01 14:21:57,,0 days 00:04:23,2021-11-01 14:26:20,,False,,2631,7.5,False,391,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.569648e+09  NaN   391.0     o
2  1.620137e+09  NaN   391.0     d"
392,392,44770870,1620840079,2021-11-01 14:22:41,,0 days 00:03:47,2021-11-01 14:26:28,,False,,2277,7.5,False,392,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.477087e+07  NaN   392.0     o
2  1.620840e+09  NaN   392.0     d"
393,393,44852792,44848878,2021-11-01 14:22:59,,0 days 00:03:37,2021-11-01 14:26:36,,False,,2175,7.5,False,393,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44852792.0  NaN   393.0     o
2  44848878.0  NaN   393.0     d"
394,394,1530303707,44823290,2021-11-01 14:23:50,,0 days 00:03:50,2021-11-01 14:27:40,,False,,2304,7.5,False,394,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN   394.0     o
2  4.482329e+07  NaN   394.0     d"
395,395,3669180587,44850245,2021-11-01 14:24:58,,0 days 00:05:04,2021-11-01 14:30:02,,False,,3042,7.5,False,395,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.669181e+09  NaN   395.0     o
2  4.485024e+07  NaN   395.0     d"
396,396,44891422,44780556,2021-11-01 14:26:56,,0 days 00:06:23,2021-11-01 14:33:19,,False,,3830,7.5,False,396,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44891422.0  NaN   396.0     o
2  44780556.0  NaN   396.0     d"
397,397,4599961513,1391417267,2021-11-01 14:28:04,,0 days 00:06:43,2021-11-01 14:34:47,,False,,4035,7.5,False,397,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.599962e+09  NaN   397.0     o
2  1.391417e+09  NaN   397.0     d"
398,398,1530303685,1566353725,2021-11-01 14:28:59,,0 days 00:09:11,2021-11-01 14:38:10,,False,,5518,7.5,False,398,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN   398.0     o
2  1.566354e+09  NaN   398.0     d"
399,399,1608998231,1571087701,2021-11-01 14:30:02,,0 days 00:03:32,2021-11-01 14:33:34,,False,,2127,7.5,False,399,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN   399.0     o
2  1.571088e+09  NaN   399.0     d"
400,400,4846026470,44742832,2021-11-01 14:33:18,,0 days 00:06:10,2021-11-01 14:39:28,,False,,3706,7.5,False,400,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.846026e+09  NaN   400.0     o
2  4.474283e+07  NaN   400.0     d"
401,401,44840841,1402734739,2021-11-01 14:33:28,,0 days 00:04:52,2021-11-01 14:38:20,,False,,2928,7.5,False,401,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484084e+07  NaN   401.0     o
2  1.402735e+09  NaN   401.0     d"
402,402,44843105,5235337217,2021-11-01 14:33:51,,0 days 00:05:34,2021-11-01 14:39:25,,False,,3349,7.5,False,402,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484310e+07  NaN   402.0     o
2  5.235337e+09  NaN   402.0     d"
403,403,5279883912,5380526225,2021-11-01 14:34:03,,0 days 00:04:51,2021-11-01 14:38:54,,False,,2910,7.5,False,403,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.279884e+09  NaN   403.0     o
2  5.380526e+09  NaN   403.0     d"
404,404,44841824,1566353937,2021-11-01 14:34:28,,0 days 00:08:17,2021-11-01 14:42:45,,False,,4971,7.5,False,404,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484182e+07  NaN   404.0     o
2  1.566354e+09  NaN   404.0     d"
405,405,44809487,7472100999,2021-11-01 14:34:50,,0 days 00:08:03,2021-11-01 14:42:53,,False,,4837,7.5,False,405,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.480949e+07  NaN   405.0     o
2  7.472101e+09  NaN   405.0     d"
406,406,1402734973,44831422,2021-11-01 14:35:02,,0 days 00:04:43,2021-11-01 14:39:45,,False,,2839,7.5,False,406,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   406.0     o
2  4.483142e+07  NaN   406.0     d"
407,407,44827063,1435362406,2021-11-01 14:35:18,,0 days 00:03:29,2021-11-01 14:38:47,,False,,2090,7.5,False,407,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.482706e+07  NaN   407.0     o
2  1.435362e+09  NaN   407.0     d"
408,408,44735955,5119873484,2021-11-01 14:35:46,,0 days 00:04:24,2021-11-01 14:40:10,,False,,2647,7.5,False,408,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.473596e+07  NaN   408.0     o
2  5.119873e+09  NaN   408.0     d"
409,409,44718819,4846026430,2021-11-01 14:36:01,,0 days 00:07:19,2021-11-01 14:43:20,,False,,4398,7.5,False,409,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.471882e+07  NaN   409.0     o
2  4.846026e+09  NaN   409.0     d"
410,410,44732927,107981525,2021-11-01 14:36:26,,0 days 00:04:19,2021-11-01 14:40:45,,False,,2596,7.5,False,410,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44732927.0  NaN   410.0     o
2  107981525.0  NaN   410.0     d"
411,411,44868262,44770870,2021-11-01 14:36:41,,0 days 00:06:12,2021-11-01 14:42:53,,False,,3728,7.5,False,411,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44868262.0  NaN   411.0     o
2  44770870.0  NaN   411.0     d"
412,412,1584502800,630748809,2021-11-01 14:37:54,,0 days 00:03:46,2021-11-01 14:41:40,,False,,2262,7.5,False,412,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584503e+09  NaN   412.0     o
2  6.307488e+08  NaN   412.0     d"
413,413,44739628,44823290,2021-11-01 14:38:03,,0 days 00:05:37,2021-11-01 14:43:40,,False,,3374,7.5,False,413,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44739628.0  NaN   413.0     o
2  44823290.0  NaN   413.0     d"
414,414,8463975470,1576745685,2021-11-01 14:39:02,,0 days 00:05:33,2021-11-01 14:44:35,,False,,3330,7.5,False,414,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  8.463975e+09  NaN   414.0     o
2  1.576746e+09  NaN   414.0     d"
415,415,1571087423,44800496,2021-11-01 14:41:25,,0 days 00:04:04,2021-11-01 14:45:29,,False,,2446,7.5,False,415,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.571087e+09  NaN   415.0     o
2  4.480050e+07  NaN   415.0     d"
416,416,44768025,8127231895,2021-11-01 14:41:34,,0 days 00:07:20,2021-11-01 14:48:54,,False,,4401,7.5,False,416,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.476802e+07  NaN   416.0     o
2  8.127232e+09  NaN   416.0     d"
417,417,1608998194,2323108138,2021-11-01 14:41:45,,0 days 00:06:49,2021-11-01 14:48:34,,False,,4091,7.5,False,417,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN   417.0     o
2  2.323108e+09  NaN   417.0     d"
418,418,44834972,7023299335,2021-11-01 14:43:41,,0 days 00:04:05,2021-11-01 14:47:46,,False,,2452,7.5,False,418,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.483497e+07  NaN   418.0     o
2  7.023299e+09  NaN   418.0     d"
419,419,1570985012,44854737,2021-11-01 14:45:06,,0 days 00:03:30,2021-11-01 14:48:36,,False,,2107,7.5,False,419,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.570985e+09  NaN   419.0     o
2  4.485474e+07  NaN   419.0     d"
420,420,1448391082,1569975267,2021-11-01 14:46:08,,0 days 00:07:30,2021-11-01 14:53:38,,False,,4501,7.5,False,420,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448391e+09  NaN   420.0     o
2  1.569975e+09  NaN   420.0     d"
421,421,1402734615,44844080,2021-11-01 14:48:09,,0 days 00:05:16,2021-11-01 14:53:25,,False,,3169,7.5,False,421,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   421.0     o
2  4.484408e+07  NaN   421.0     d"
422,422,1413911137,4617340492,2021-11-01 14:50:54,,0 days 00:03:47,2021-11-01 14:54:41,,False,,2272,7.5,False,422,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN   422.0     o
2  4.617340e+09  NaN   422.0     d"
423,423,44768025,5356459943,2021-11-01 14:52:12,,0 days 00:03:57,2021-11-01 14:56:09,,False,,2372,7.5,False,423,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.476802e+07  NaN   423.0     o
2  5.356460e+09  NaN   423.0     d"
424,424,1413910857,44730619,2021-11-01 14:53:09,,0 days 00:05:39,2021-11-01 14:58:48,,False,,3392,7.5,False,424,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN   424.0     o
2  4.473062e+07  NaN   424.0     d"
425,425,1576641163,1620839921,2021-11-01 14:56:53,,0 days 00:06:21,2021-11-01 15:03:14,,False,,3813,7.5,False,425,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.576641e+09  NaN   425.0     o
2  1.620840e+09  NaN   425.0     d"
426,426,1448535750,1805100645,2021-11-01 14:57:01,,0 days 00:08:43,2021-11-01 15:05:44,,False,,5231,7.5,False,426,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   426.0     o
2  1.805101e+09  NaN   426.0     d"
427,427,44811668,44802443,2021-11-01 14:57:10,,0 days 00:04:03,2021-11-01 15:01:13,,False,,2439,7.5,False,427,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44811668.0  NaN   427.0     o
2  44802443.0  NaN   427.0     d"
428,428,44856483,44845674,2021-11-01 14:58:24,,0 days 00:03:32,2021-11-01 15:01:56,,False,,2127,7.5,False,428,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44856483.0  NaN   428.0     o
2  44845674.0  NaN   428.0     d"
429,429,635472691,44792321,2021-11-01 14:59:51,,0 days 00:03:36,2021-11-01 15:03:27,,False,,2160,7.5,False,429,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  635472691.0  NaN   429.0     o
2   44792321.0  NaN   429.0     d"
430,430,629532237,1679761150,2021-11-01 15:00:39,,0 days 00:05:21,2021-11-01 15:06:00,,False,,3210,7.5,False,430,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.295322e+08  NaN   430.0     o
2  1.679761e+09  NaN   430.0     d"
431,431,1667696850,4124549374,2021-11-01 15:01:28,,0 days 00:04:17,2021-11-01 15:05:45,,False,,2578,7.5,False,431,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.667697e+09  NaN   431.0     o
2  4.124549e+09  NaN   431.0     d"
432,432,1402771561,44841575,2021-11-01 15:01:52,,0 days 00:06:59,2021-11-01 15:08:51,,False,,4198,7.5,False,432,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402772e+09  NaN   432.0     o
2  4.484158e+07  NaN   432.0     d"
433,433,44854271,1410536974,2021-11-01 15:02:45,,0 days 00:05:44,2021-11-01 15:08:29,,False,,3443,7.5,False,433,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485427e+07  NaN   433.0     o
2  1.410537e+09  NaN   433.0     d"
434,434,1015968754,3151169335,2021-11-01 15:02:48,,0 days 00:03:33,2021-11-01 15:06:21,,False,,2133,7.5,False,434,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.015969e+09  NaN   434.0     o
2  3.151169e+09  NaN   434.0     d"
435,435,1442999766,1608998223,2021-11-01 15:02:54,,0 days 00:08:01,2021-11-01 15:10:55,,False,,4817,7.5,False,435,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.443000e+09  NaN   435.0     o
2  1.608998e+09  NaN   435.0     d"
436,436,1402771499,2341955079,2021-11-01 15:03:35,,0 days 00:05:07,2021-11-01 15:08:42,,False,,3073,7.5,False,436,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402771e+09  NaN   436.0     o
2  2.341955e+09  NaN   436.0     d"
437,437,1805100649,44768035,2021-11-01 15:04:33,,0 days 00:06:01,2021-11-01 15:10:34,,False,,3619,7.5,False,437,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.805101e+09  NaN   437.0     o
2  4.476804e+07  NaN   437.0     d"
438,438,8463975474,4862057242,2021-11-01 15:04:44,,0 days 00:06:34,2021-11-01 15:11:18,,False,,3947,7.5,False,438,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  8.463975e+09  NaN   438.0     o
2  4.862057e+09  NaN   438.0     d"
439,439,44817443,7098470110,2021-11-01 15:04:56,,0 days 00:05:27,2021-11-01 15:10:23,,False,,3273,7.5,False,439,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481744e+07  NaN   439.0     o
2  7.098470e+09  NaN   439.0     d"
440,440,44805508,479577554,2021-11-01 15:05:29,,0 days 00:03:24,2021-11-01 15:08:53,,False,,2048,7.5,False,440,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44805508.0  NaN   440.0     o
2  479577554.0  NaN   440.0     d"
441,441,3452720268,1569647034,2021-11-01 15:06:00,,0 days 00:05:18,2021-11-01 15:11:18,,False,,3189,7.5,False,441,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.452720e+09  NaN   441.0     o
2  1.569647e+09  NaN   441.0     d"
442,442,1435362533,44842015,2021-11-01 15:06:41,,0 days 00:03:46,2021-11-01 15:10:27,,False,,2262,7.5,False,442,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435363e+09  NaN   442.0     o
2  4.484202e+07  NaN   442.0     d"
443,443,1583999595,44816467,2021-11-01 15:10:07,,0 days 00:05:17,2021-11-01 15:15:24,,False,,3175,7.5,False,443,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584000e+09  NaN   443.0     o
2  4.481647e+07  NaN   443.0     d"
444,444,1433963006,1391417355,2021-11-01 15:10:11,,0 days 00:06:28,2021-11-01 15:16:39,,False,,3882,7.5,False,444,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.433963e+09  NaN   444.0     o
2  1.391417e+09  NaN   444.0     d"
445,445,44735538,44810830,2021-11-01 15:10:35,,0 days 00:05:06,2021-11-01 15:15:41,,False,,3068,7.5,False,445,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44735538.0  NaN   445.0     o
2  44810830.0  NaN   445.0     d"
446,446,3216669367,8127231895,2021-11-01 15:10:51,,0 days 00:05:50,2021-11-01 15:16:41,,False,,3502,7.5,False,446,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.216669e+09  NaN   446.0     o
2  8.127232e+09  NaN   446.0     d"
447,447,44856491,4246422181,2021-11-01 15:11:21,,0 days 00:05:03,2021-11-01 15:16:24,,False,,3031,7.5,False,447,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485649e+07  NaN   447.0     o
2  4.246422e+09  NaN   447.0     d"
448,448,565046992,1410536910,2021-11-01 15:11:27,,0 days 00:05:52,2021-11-01 15:17:19,,False,,3523,7.5,False,448,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.650470e+08  NaN   448.0     o
2  1.410537e+09  NaN   448.0     d"
449,449,1518087765,1435362510,2021-11-01 15:12:12,,0 days 00:07:46,2021-11-01 15:19:58,,False,,4665,7.5,False,449,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.518088e+09  NaN   449.0     o
2  1.435363e+09  NaN   449.0     d"
450,450,1830058778,4599961513,2021-11-01 15:12:40,,0 days 00:05:30,2021-11-01 15:18:10,,False,,3300,7.5,False,450,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.830059e+09  NaN   450.0     o
2  4.599962e+09  NaN   450.0     d"
451,451,2323108138,3377240345,2021-11-01 15:13:08,,0 days 00:04:07,2021-11-01 15:17:15,,False,,2475,7.5,False,451,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.323108e+09  NaN   451.0     o
2  3.377240e+09  NaN   451.0     d"
452,452,44817967,44705690,2021-11-01 15:14:06,,0 days 00:07:57,2021-11-01 15:22:03,,False,,4776,7.5,False,452,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44817967.0  NaN   452.0     o
2  44705690.0  NaN   452.0     d"
453,453,3119210620,44883812,2021-11-01 15:14:18,,0 days 00:04:30,2021-11-01 15:18:48,,False,,2708,7.5,False,453,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.119211e+09  NaN   453.0     o
2  4.488381e+07  NaN   453.0     d"
454,454,1774593290,2408303441,2021-11-01 15:14:34,,0 days 00:07:39,2021-11-01 15:22:13,,False,,4594,7.5,False,454,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.774593e+09  NaN   454.0     o
2  2.408303e+09  NaN   454.0     d"
455,455,630748806,44755694,2021-11-01 15:15:06,,0 days 00:04:59,2021-11-01 15:20:05,,False,,2991,7.5,False,455,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  630748806.0  NaN   455.0     o
2   44755694.0  NaN   455.0     d"
456,456,1570983285,4124549371,2021-11-01 15:15:58,,0 days 00:05:04,2021-11-01 15:21:02,,False,,3043,7.5,False,456,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.570983e+09  NaN   456.0     o
2  4.124549e+09  NaN   456.0     d"
457,457,44823290,4474326710,2021-11-01 15:16:12,,0 days 00:04:37,2021-11-01 15:20:49,,False,,2775,7.5,False,457,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.482329e+07  NaN   457.0     o
2  4.474327e+09  NaN   457.0     d"
458,458,44731083,44836967,2021-11-01 15:16:40,,0 days 00:06:23,2021-11-01 15:23:03,,False,,3834,7.5,False,458,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44731083.0  NaN   458.0     o
2  44836967.0  NaN   458.0     d"
459,459,1015968754,44779743,2021-11-01 15:17:03,,0 days 00:03:30,2021-11-01 15:20:33,,False,,2101,7.5,False,459,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.015969e+09  NaN   459.0     o
2  4.477974e+07  NaN   459.0     d"
460,460,44706725,44796944,2021-11-01 15:17:41,,0 days 00:05:32,2021-11-01 15:23:13,,False,,3320,7.5,False,460,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44706725.0  NaN   460.0     o
2  44796944.0  NaN   460.0     d"
461,461,4349049055,1436427114,2021-11-01 15:17:44,,0 days 00:04:16,2021-11-01 15:22:00,,False,,2568,7.5,False,461,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.349049e+09  NaN   461.0     o
2  1.436427e+09  NaN   461.0     d"
462,462,1831506889,1580679747,2021-11-01 15:17:58,,0 days 00:06:25,2021-11-01 15:24:23,,False,,3854,7.5,False,462,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.831507e+09  NaN   462.0     o
2  1.580680e+09  NaN   462.0     d"
463,463,44861495,44736833,2021-11-01 15:18:19,,0 days 00:06:53,2021-11-01 15:25:12,,False,,4137,7.5,False,463,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44861495.0  NaN   463.0     o
2  44736833.0  NaN   463.0     d"
464,464,2381861256,44839193,2021-11-01 15:19:25,,0 days 00:06:01,2021-11-01 15:25:26,,False,,3612,7.5,False,464,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.381861e+09  NaN   464.0     o
2  4.483919e+07  NaN   464.0     d"
